0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
42455(271304)::	6:0.015330	
42456(238704)::	6:0.015761	
42457(526729)::	7:0.014999	
42458(225510)::	6:0.004267	
42459(332219)::	8:0.008460	
42460(321291)::	3:0.005060	
42461(28005)::	3:0.008317	
42462(232206)::	8:0.021855	
42463(303220)::	8:0.030652	
42464(489838)::	8:0.052380	
42465(112471)::	8:0.012715	
42466(479834)::	9:0.009069	
42467(266216)::	9:0.017669	
42468(372685)::	9:0.003797	
42469(371609)::	7:0.020431	
42470(421698)::	7:0.025510	
42471(106684)::	8:0.017241	
42472(245757)::	8:0.030552	
42473(336844)::	8:0.021855	
42474(351910)::	8:0.017157	
42475(51752)::	9:0.008725	6:0.004053	
42476(402576)::	8:0.017394	
42477(56104)::	8:0.039762	
42478(484519)::	9:0.004288	8:0.004421	
42479(211016)::	3:0.005178	9:0.009142	
42480(83412)::	8:0.004209	
42481(432269)::	8:0.012840	
42482(13958)::	8:0.021552	3:0.005294	
42483(340526)::	8:0.016331	
42484(475453)::	8:0.025361	
42485(278888)::	7:0.009577	
42486(31428)::	7:0.014494	
42487(468927)::	11:0.029208	
42488(487583)::	11:0.028901	
42489(363229)::	11:0.018893	
42490(463386)::	11:0.018886	
42491(346203)::	7:0.025698	
42492(253922)::	7:0.025581	
42493(487585)::	8:0.017035	
42494(473303)::	8:0.012745	
42495(501742)::	8:0.015712	
42496(383202)::	8:0.021765	
42497(178094)::	9:0.013286	
42498(340640)::	8:0.003866	3:0.010201	
42499(520097)::	11:0.019062	
42500(265332)::	11:0.019155	
42501(463296)::	8:0.017007	7:0.004829	
42502(380913)::	6:0.004288	7:0.004829	
42503(289830)::	6:0.017151	
42504(233151)::	7:0.030817	
42505(122050)::	7:0.020381	
42506(233154)::	7:0.030792	
42507(98669)::	7:0.025581	
42508(355931)::	7:0.046150	
42509(233198)::	7:0.035979	
42510(265339)::	3:0.020590	
42511(104066)::	3:0.020591	
42512(466104)::	3:0.015163	
42513(526436)::	3:0.020592	
42514(304476)::	7:0.057040	
42515(397745)::	7:0.015200	
42516(537001)::	
42517(339811)::	
42518(40685)::	8:0.004129	
42519(333625)::	9:0.008922	
42520(493972)::	9:0.013682	
42521(74236)::	9:0.008912	
42522(226728)::	6:0.008008	
42523(8593)::	6:0.015729	
42524(333623)::	4:0.007094	
42525(489127)::	4:0.002847	
42526(453577)::	8:0.004329	4:0.009299	
42527(2624)::	6:0.007905	
42528(78174)::	9:0.006577	4:0.004355	
42529(213077)::	9:0.002060	
42530(524124)::	3:0.013530	
42531(529600)::	4:0.004130	
42532(529604)::	9:0.002020	
42533(277696)::	9:0.006483	
42534(66924)::	11:0.009543	4:0.015416	
42535(299720)::	8:0.017516	
42536(321739)::	7:0.030729	
42537(366836)::	8:0.017523	
42538(157370)::	8:0.012695	
42539(344510)::	9:0.023675	
42540(368727)::	9:0.032737	
42541(112412)::	8:0.017199	
42542(332256)::	3:0.025515	
42543(229035)::	3:0.020795	
42544(409255)::	4:0.015289	
42545(297360)::	3:0.005211	4:0.020318	
42546(470510)::	4:0.015770	3:0.009644	
42547(511800)::	4:0.036992	
42548(357321)::	4:0.004935	
42549(153089)::	4:0.032131	
42550(163307)::	7:0.020510	
42551(132005)::	7:0.025775	
42552(128616)::	7:0.020332	
42553(82604)::	6:0.003357	
42554(440629)::	8:0.021599	
42555(416229)::	3:0.026268	
42556(416232)::	3:0.031578	
42557(111196)::	3:0.036855	
42558(183646)::	11:0.029085	
42559(103233)::	11:0.029095	
42560(152496)::	11:0.039029	
42561(64639)::	9:0.018710	
42562(195390)::	9:0.017801	
42563(116397)::	4:0.021285	
42564(159528)::	8:0.003761	
42565(287285)::	3:0.003949	
42566(255463)::	3:0.013095	
42567(192188)::	7:0.025762	
42568(377767)::	7:0.035710	
42569(266149)::	7:0.015325	
42570(269904)::	9:0.004416	7:0.015464	
42571(114641)::	7:0.020439	
42572(97656)::	7:0.004961	6:0.008235	
42573(100685)::	
42574(406270)::	6:0.012323	
42575(361093)::	3:0.002638	
42576(144834)::	3:0.006765	
42577(108334)::	9:0.004552	
42578(361094)::	6:0.017316	
42579(505237)::	6:0.017048	
42580(203462)::	6:0.012973	
42581(79223)::	3:0.009466	
42582(131078)::	3:0.014818	
42583(383335)::	3:0.014818	
42584(351515)::	7:0.009968	8:0.003621	
42585(286812)::	8:0.007881	9:0.003404	
42586(219064)::	8:0.016814	
42587(170700)::	11:0.039060	
42588(323550)::	11:0.038982	
42589(540071)::	11:0.058746	
42590(244709)::	11:0.039023	
42591(133451)::	7:0.020421	
42592(355801)::	9:0.018507	
42593(197144)::	9:0.018477	
42594(112444)::	9:0.017727	
42595(385938)::	9:0.009323	
42596(361541)::	4:0.026439	
42597(42420)::	4:0.021069	
42598(343145)::	4:0.026437	
42599(256011)::	4:0.021249	
42600(462256)::	4:0.037321	
42601(408401)::	4:0.026442	
42602(350833)::	9:0.018085	
42603(474427)::	9:0.013584	
42604(59180)::	9:0.008920	
42605(474428)::	9:0.013582	
42606(4787)::	4:0.031914	
42607(193026)::	4:0.026636	
42608(295812)::	4:0.008643	8:0.005822	
42609(212308)::	9:0.009150	4:0.010000	
42610(77029)::	9:0.014234	
42611(150937)::	8:0.011381	
42612(498102)::	8:0.002875	
42613(380034)::	9:0.013562	
42614(244523)::	
42615(301487)::	
42616(20902)::	
42617(20903)::	9:0.002057	
42618(20888)::	
42619(298519)::	
42620(123508)::	
42621(319623)::	11:0.038848	
42622(230545)::	3:0.015447	
42623(467909)::	3:0.031217	
42624(506541)::	3:0.020700	
42625(158493)::	9:0.013368	
42626(210800)::	9:0.008892	
42627(230533)::	9:0.013369	
42628(185778)::	8:0.017615	
42629(407742)::	8:0.022058	
42630(185779)::	3:0.015671	
42631(441672)::	7:0.003893	
42632(52280)::	6:0.022125	
42633(95482)::	6:0.017041	
42634(315963)::	6:0.012997	
42635(326316)::	6:0.008633	4:0.004700	
42636(507924)::	6:0.017603	
42637(462797)::	6:0.026070	
42638(473036)::	6:0.004256	
42639(231676)::	4:0.015875	6:0.008720	
42640(467350)::	7:0.009116	
42641(532513)::	9:0.042644	
42642(93713)::	9:0.018957	
42643(11811)::	9:0.023671	
42644(188142)::	3:0.004902	
42645(496954)::	3:0.004902	
42646(402194)::	4:0.004930	9:0.003329	
42647(353062)::	9:0.012064	
42648(199755)::	7:0.015017	
42649(456383)::	8:0.021280	
42650(463801)::	8:0.025303	
42651(528586)::	8:0.021447	
42652(394083)::	8:0.021448	
42653(173794)::	8:0.007772	
42654(216228)::	7:0.004476	8:0.017125	11:0.009866	
42655(511741)::	8:0.003319	
42656(501748)::	8:0.003715	
42657(58196)::	8:0.007632	3:0.004637	
42658(53503)::	8:0.007631	3:0.005148	
42659(40055)::	8:0.020929	
42660(407657)::	
42661(115576)::	
42662(111042)::	
42663(187522)::	8:0.010685	
42664(485343)::	3:0.004963	
42665(283058)::	3:0.004616	
42666(201662)::	7:0.009898	
42667(139522)::	4:0.020832	
42668(377008)::	4:0.020906	
42669(438466)::	4:0.026555	
42670(121357)::	4:0.015476	
42671(365070)::	7:0.015195	
42672(460808)::	7:0.025457	
42673(233935)::	8:0.022080	
42674(193554)::	6:0.039711	
42675(326470)::	
42676(281939)::	3:0.003367	
42677(345536)::	6:0.020948	
42678(539371)::	9:0.004530	
42679(320133)::	6:0.017459	
42680(328728)::	9:0.018371	
42681(243438)::	9:0.013621	
42682(208740)::	9:0.023149	
42683(210250)::	9:0.018370	
42684(21767)::	8:0.007995	
42685(449866)::	8:0.016807	
42686(70096)::	8:0.017517	
42687(41232)::	8:0.030180	
42688(195170)::	8:0.012386	
42689(230766)::	8:0.030334	
42690(370903)::	8:0.012006	
42691(219020)::	8:0.016291	
42692(410679)::	
42693(464919)::	
42694(410675)::	7:0.006180	
42695(437805)::	8:0.003944	7:0.002263	
42696(90764)::	7:0.008866	
42697(121244)::	7:0.009703	
42698(194592)::	9:0.013877	
42699(121521)::	6:0.011972	
42700(148518)::	6:0.007899	
42701(496906)::	6:0.003596	
42702(337986)::	3:0.020869	
42703(321031)::	4:0.005587	3:0.015113	
42704(141288)::	6:0.011622	
42705(352811)::	6:0.025508	
42706(352815)::	6:0.007820	
42707(402109)::	9:0.018536	
42708(135846)::	8:0.026503	
42709(89165)::	8:0.021934	
42710(389415)::	8:0.017512	
42711(443148)::	8:0.007801	
42712(529740)::	8:0.022158	
42713(495488)::	8:0.017487	
42714(426067)::	6:0.008287	
42715(173016)::	6:0.016925	
42716(537298)::	6:0.066074	
42717(208257)::	3:0.015210	
42718(504133)::	3:0.025842	
42719(315811)::	3:0.014807	4:0.005265	
42720(327843)::	8:0.011974	
42721(267305)::	3:0.025902	
42722(528019)::	3:0.020487	
42723(267306)::	3:0.015326	
42724(363791)::	11:0.048281	
42725(471833)::	11:0.019036	
42726(380829)::	11:0.048892	
42727(235521)::	11:0.009482	
42728(272710)::	11:0.019023	
42729(500293)::	6:0.004120	7:0.014788	
42730(138690)::	6:0.007262	
42731(103692)::	6:0.020455	
42732(80871)::	7:0.014574	
42733(46421)::	7:0.014510	
42734(157366)::	7:0.009203	
42735(535713)::	9:0.023780	
42736(222916)::	9:0.033354	
42737(487570)::	9:0.023696	
42738(397565)::	6:0.013089	
42739(409092)::	6:0.011450	
42740(212301)::	8:0.021862	
42741(236882)::	8:0.007294	
42742(224174)::	8:0.006900	
42743(317020)::	3:0.036859	
42744(53268)::	3:0.026292	
42745(294294)::	3:0.020835	
42746(143735)::	3:0.031561	
42747(38117)::	3:0.031560	
42748(26952)::	3:0.042227	
42749(233567)::	3:0.052892	
42750(407699)::	3:0.004960	4:0.008421	9:0.004044	
42751(524198)::	4:0.003253	
42752(21289)::	7:0.007976	
42753(41176)::	7:0.012687	
42754(41190)::	11:0.048789	
42755(201569)::	11:0.058773	
42756(407102)::	11:0.039059	
42757(475905)::	11:0.038900	
42758(41185)::	11:0.048874	
42759(267466)::	11:0.048929	
42760(41193)::	11:0.048766	
42761(207072)::	11:0.019353	
42762(285938)::	11:0.029491	
42763(522761)::	11:0.058379	
42764(526824)::	7:0.003761	
42765(138341)::	4:0.032127	
42766(138373)::	4:0.032144	
42767(519750)::	4:0.026728	
42768(138347)::	4:0.037485	
42769(529975)::	4:0.010312	
42770(114308)::	4:0.036741	
42771(70868)::	3:0.020508	4:0.004994	
42772(473307)::	6:0.003345	
42773(6868)::	8:0.017617	
42774(503908)::	8:0.012761	
42775(378715)::	8:0.035279	
42776(509302)::	7:0.012649	
42777(207160)::	9:0.012747	
42778(38937)::	9:0.003410	
42779(85499)::	9:0.018869	
42780(394334)::	3:0.031568	
42781(190195)::	3:0.047357	
42782(280689)::	3:0.020952	
42783(529054)::	3:0.047566	
42784(429163)::	3:0.031567	
42785(402009)::	8:0.017072	
42786(92950)::	8:0.035434	
42787(360884)::	9:0.023523	
42788(246462)::	3:0.004428	
42789(124086)::	7:0.025571	
42790(467710)::	7:0.025517	
42791(109290)::	7:0.009940	
42792(92971)::	7:0.009940	
42793(207779)::	6:0.013257	3:0.005032	8:0.004100	
42794(365648)::	6:0.022112	
42795(50146)::	8:0.012405	
42796(317756)::	8:0.021226	
42797(226162)::	8:0.017181	
42798(533559)::	6:0.008652	
42799(118501)::	8:0.017285	
42800(52170)::	8:0.035109	
42801(13806)::	8:0.030759	
42802(117556)::	8:0.026161	
42803(440838)::	8:0.021632	
42804(892)::	7:0.007982	8:0.005317	
42805(118506)::	4:0.010135	
42806(66914)::	6:0.008319	
42807(456419)::	6:0.021370	
42808(524616)::	9:0.023586	
42809(296494)::	6:0.030302	
42810(243305)::	6:0.008220	
42811(187485)::	6:0.021295	
42812(477593)::	7:0.007185	8:0.005542	
42813(388295)::	8:0.011955	
42814(124347)::	7:0.019917	
42815(114546)::	8:0.004525	3:0.024218	
42816(89983)::	8:0.007961	
42817(214494)::	8:0.012508	
42818(236711)::	8:0.034374	
42819(148664)::	8:0.021659	
42820(277383)::	8:0.021686	
42821(355635)::	8:0.026336	
42822(24337)::	8:0.021096	
42823(110485)::	8:0.020949	
42824(175031)::	8:0.003870	
42825(169390)::	9:0.008835	
42826(129628)::	7:0.020178	
42827(373993)::	7:0.025266	
42828(129634)::	7:0.014911	
42829(373973)::	7:0.025261	
42830(68789)::	11:0.038892	
42831(135732)::	7:0.014465	
42832(129621)::	9:0.002018	
42833(234439)::	9:0.006481	
42834(197759)::	8:0.003208	
42835(451726)::	4:0.037622	
42836(451725)::	4:0.032092	
42837(395452)::	4:0.031697	
42838(129625)::	8:0.017179	
42839(64272)::	9:0.002957	8:0.014121	
42840(336845)::	8:0.012631	
42841(461225)::	4:0.021492	
42842(35644)::	9:0.018649	
42843(48814)::	9:0.018874	
42844(394598)::	4:0.013409	3:0.012200	
42845(463305)::	3:0.014813	
42846(418338)::	3:0.012201	4:0.013407	
42847(185732)::	8:0.021766	
42848(463104)::	8:0.022177	
42849(370596)::	8:0.022160	
42850(370594)::	8:0.022160	
42851(370619)::	8:0.022151	
42852(226557)::	8:0.026349	
42853(256456)::	7:0.020172	
42854(522166)::	7:0.009716	
42855(347130)::	7:0.030708	
42856(256457)::	4:0.015739	
42857(346944)::	4:0.037245	
42858(12405)::	7:0.030719	
42859(482364)::	7:0.030255	
42860(482368)::	7:0.020352	
42861(244408)::	7:0.020179	
42862(318435)::	7:0.025661	
42863(171135)::	7:0.003836	
42864(127620)::	7:0.013143	
42865(170898)::	4:0.008437	7:0.006660	
42866(525037)::	6:0.011801	
42867(191688)::	6:0.007758	3:0.004424	
42868(282711)::	9:0.004465	
42869(393648)::	7:0.012644	
42870(25507)::	7:0.003780	
42871(171132)::	4:0.021199	
42872(260936)::	4:0.021117	
42873(505886)::	4:0.020989	
42874(50828)::	8:0.013121	
42875(135210)::	9:0.057695	
42876(171138)::	3:0.020677	
42877(196118)::	3:0.020814	
42878(500220)::	3:0.042065	
42879(500173)::	3:0.020603	
42880(149226)::	3:0.025914	
42881(392994)::	4:0.025830	
42882(82063)::	4:0.020957	
42883(480220)::	4:0.004721	
42884(490575)::	4:0.020979	
42885(519060)::	6:0.003754	
42886(519065)::	6:0.008061	
42887(65341)::	6:0.020203	
42888(494050)::	
42889(210643)::	
42890(210651)::	
42891(161369)::	8:0.003767	
42892(152699)::	4:0.009241	
42893(374610)::	4:0.014363	
42894(543953)::	3:0.014875	
42895(330593)::	3:0.009470	11:0.009804	
42896(95057)::	3:0.014874	
42897(458625)::	6:0.004433	9:0.009230	7:0.004909	
42898(342674)::	8:0.021421	
42899(90018)::	7:0.010111	
42900(262530)::	7:0.046610	
42901(283703)::	4:0.015880	
42902(244954)::	6:0.002853	
42903(276393)::	6:0.011317	
42904(286758)::	9:0.012799	
42905(286762)::	9:0.003416	
42906(173557)::	7:0.002812	
42907(413922)::	7:0.007578	
42908(214129)::	7:0.009992	
42909(380038)::	7:0.030769	
42910(348793)::	8:0.017304	
42911(516785)::	6:0.016964	
42912(320625)::	6:0.016975	
42913(339556)::	3:0.021141	
42914(282337)::	3:0.010486	
42915(132534)::	3:0.021230	
42916(232186)::	3:0.021202	
42917(16086)::	8:0.013133	
42918(215835)::	7:0.010109	
42919(402060)::	7:0.035172	
42920(382529)::	8:0.003612	
42921(310328)::	4:0.004417	3:0.004008	
42922(541779)::	3:0.008273	
42923(215838)::	3:0.012820	
42924(413441)::	3:0.003919	
42925(16184)::	3:0.003919	
42926(391211)::	4:0.026139	
42927(163769)::	4:0.031514	
42928(313766)::	3:0.005121	4:0.005089	
42929(146139)::	7:0.014998	
42930(43291)::	8:0.030859	
42931(135265)::	8:0.021972	
42932(281493)::	8:0.021787	
42933(534471)::	3:0.020551	
42934(479616)::	3:0.007770	
42935(248203)::	3:0.014175	
42936(295036)::	8:0.017410	
42937(348518)::	6:0.017388	
42938(519055)::	6:0.039452	
42939(317010)::	8:0.004383	
42940(523826)::	8:0.012772	7:0.004940	
42941(450318)::	8:0.030968	
42942(403471)::	8:0.022246	
42943(68863)::	8:0.026577	
42944(284344)::	8:0.004383	9:0.014186	
42945(463898)::	8:0.035128	
42946(272220)::	8:0.022291	
42947(525241)::	8:0.015221	4:0.007483	
42948(302553)::	9:0.018930	
42949(210369)::	9:0.028551	
42950(508331)::	9:0.047754	
42951(116443)::	4:0.020646	
42952(65583)::	8:0.025997	
42953(358537)::	8:0.017128	
42954(34272)::	8:0.012718	
42955(270378)::	4:0.026533	
42956(390990)::	4:0.010522	
42957(118816)::	4:0.031659	
42958(261299)::	7:0.008835	
42959(140908)::	7:0.009227	
42960(534323)::	7:0.014191	
42961(261290)::	7:0.014654	
42962(350541)::	7:0.019592	
42963(57275)::	7:0.019915	
42964(317489)::	7:0.014354	
42965(90700)::	3:0.015379	
42966(149641)::	9:0.018817	
42967(43124)::	6:0.007708	
42968(49763)::	6:0.007258	8:0.003607	
42969(314144)::	4:0.037342	
42970(381284)::	8:0.003946	
42971(383993)::	8:0.003559	
42972(897)::	9:0.022407	
42973(191355)::	9:0.004059	6:0.004417	
42974(38111)::	9:0.023893	
42975(403149)::	9:0.043189	
42976(403213)::	9:0.033504	
42977(142166)::	6:0.004246	9:0.014156	
42978(292779)::	9:0.019087	
42979(292775)::	9:0.028438	
42980(476765)::	9:0.013742	
42981(317497)::	9:0.018857	
42982(97519)::	7:0.008794	
42983(89191)::	9:0.013551	
42984(527032)::	9:0.008707	
42985(593)::	8:0.012540	
42986(52538)::	6:0.004401	
42987(434084)::	7:0.005098	8:0.016992	
42988(153083)::	6:0.008811	
42989(445203)::	8:0.013034	
42990(410308)::	4:0.021282	
42991(196583)::	8:0.017476	
42992(219548)::	6:0.043442	
42993(473735)::	6:0.039215	
42994(81762)::	9:0.004463	
42995(524597)::	6:0.034842	
42996(284919)::	6:0.008388	
42997(312008)::	6:0.017085	
42998(60200)::	6:0.003753	
42999(83495)::	3:0.026249	
43000(517361)::	3:0.041980	
43001(360181)::	
43002(394975)::	
43003(310063)::	
43004(152935)::	
43005(152930)::	9:0.028431	
43006(386407)::	9:0.023641	
43007(177344)::	9:0.028436	
43008(70612)::	9:0.028434	
43009(324419)::	9:0.023618	
43010(342808)::	6:0.012808	
43011(203974)::	4:0.020027	
43012(423669)::	4:0.004515	
43013(404191)::	9:0.023347	
43014(427079)::	6:0.017430	
43015(290587)::	4:0.010297	
43016(43419)::	4:0.031695	
43017(493747)::	8:0.004165	
43018(40166)::	7:0.072452	
43019(152688)::	4:0.004534	
43020(152683)::	3:0.015313	
43021(117586)::	3:0.020475	
43022(525915)::	3:0.020477	
43023(228093)::	6:0.022044	
43024(456792)::	6:0.017761	
43025(198644)::	6:0.021996	
43026(152686)::	11:0.019370	
43027(190097)::	11:0.068633	
43028(350549)::	6:0.026332	
43029(48035)::	7:0.004251	9:0.013967	8:0.003944	
43030(296450)::	9:0.028465	
43031(414831)::	7:0.014905	
43032(142998)::	7:0.025223	
43033(10471)::	6:0.020720	
43034(18716)::	6:0.007755	
43035(326433)::	6:0.012012	
43036(469310)::	3:0.020751	
43037(469925)::	8:0.025564	
43038(506940)::	8:0.021722	
43039(506941)::	8:0.021630	
43040(258450)::	9:0.018115	
43041(348716)::	9:0.013728	
43042(112622)::	6:0.003949	4:0.005049	
43043(176351)::	3:0.020867	
43044(18068)::	3:0.047375	
43045(396986)::	3:0.026258	
43046(511046)::	3:0.036864	
43047(176357)::	3:0.031456	
43048(176356)::	4:0.031850	
43049(310690)::	4:0.021171	
43050(511047)::	3:0.047163	
43051(512275)::	3:0.015500	
43052(26480)::	3:0.026316	
43053(163271)::	11:0.009382	
43054(385802)::	11:0.038725	
43055(345488)::	9:0.023811	
43056(288643)::	9:0.028627	
43057(220357)::	9:0.023836	
43058(196497)::	6:0.003941	
43059(317016)::	4:0.042615	
43060(317015)::	4:0.032006	
43061(317006)::	4:0.026292	9:0.004968	
43062(317004)::	9:0.014369	4:0.031690	
43063(38418)::	4:0.026643	
43064(271892)::	3:0.005245	
43065(335469)::	11:0.049244	
43066(471289)::	
43067(471285)::	3:0.007956	
43068(204116)::	3:0.003044	
43069(443484)::	7:0.030961	
43070(215883)::	7:0.030985	
43071(158684)::	
43072(197964)::	
43073(113852)::	
43074(214585)::	
43075(325865)::	
43076(255233)::	9:0.003799	7:0.004469	
43077(330245)::	9:0.017468	
43078(456188)::	9:0.009241	
43079(228048)::	8:0.008596	9:0.009240	
43080(351522)::	9:0.013658	
43081(385168)::	9:0.013552	
43082(399589)::	9:0.013312	
43083(468945)::	9:0.018231	
43084(1785)::	9:0.028006	
43085(530721)::	9:0.008626	
43086(143028)::	3:0.020436	
43087(143031)::	3:0.020460	
43088(143029)::	3:0.009807	
43089(273407)::	6:0.017471	
43090(143021)::	8:0.003766	6:0.008334	
43091(143024)::	9:0.004464	
43092(161577)::	6:0.017297	
43093(474429)::	8:0.035295	
43094(423136)::	8:0.021991	
43095(423165)::	8:0.021920	
43096(209839)::	6:0.002828	
43097(93252)::	6:0.011144	
43098(537313)::	7:0.002906	
43099(75416)::	8:0.021639	
43100(119022)::	8:0.016838	
43101(537314)::	8:0.008680	
43102(333587)::	6:0.007103	
43103(10947)::	6:0.015143	
43104(129956)::	3:0.020830	
43105(9677)::	3:0.015666	
43106(356323)::	3:0.015686	
43107(460501)::	3:0.004962	
43108(24258)::	
43109(284900)::	9:0.003359	
43110(412369)::	8:0.017626	
43111(428531)::	8:0.044070	
43112(138434)::	8:0.039355	
43113(15030)::	8:0.007852	
43114(13621)::	8:0.015910	
43115(344614)::	8:0.016180	
43116(327288)::	9:0.013773	
43117(353098)::	9:0.018795	
43118(466417)::	9:0.013814	
43119(292431)::	9:0.018405	
43120(4225)::	9:0.023440	
43121(341398)::	7:0.005115	8:0.011766	
43122(90633)::	8:0.030342	
43123(502140)::	6:0.003372	
43124(420671)::	6:0.016661	4:0.009051	
43125(369038)::	6:0.021397	
43126(472494)::	8:0.025859	
43127(403199)::	8:0.021808	
43128(15351)::	8:0.015477	9:0.011257	
43129(341819)::	6:0.004197	
43130(34122)::	8:0.004138	6:0.008702	3:0.004642	
43131(10884)::	6:0.017337	
43132(496093)::	8:0.020969	
43133(170730)::	8:0.012445	
43134(376122)::	8:0.008171	
43135(253794)::	8:0.012444	
43136(464615)::	4:0.020461	
43137(294986)::	4:0.026538	
43138(311575)::	4:0.004532	3:0.003943	
43139(258706)::	3:0.041917	
43140(211261)::	3:0.004962	
43141(360288)::	3:0.013722	
43142(1404)::	8:0.003769	9:0.004596	11:0.009389	
43143(449736)::	8:0.025423	
43144(89305)::	8:0.004007	
43145(326810)::	8:0.004007	
43146(299891)::	8:0.008305	
43147(317340)::	8:0.012776	
43148(316433)::	8:0.008658	
43149(188232)::	8:0.020843	
43150(257576)::	8:0.007838	
43151(369843)::	3:0.010044	
43152(170419)::	8:0.007735	
43153(6203)::	8:0.011765	
43154(524413)::	4:0.032011	
43155(79543)::	4:0.026584	
43156(524410)::	4:0.037024	
43157(311277)::	4:0.031948	
43158(66491)::	9:0.028440	
43159(400174)::	9:0.023715	
43160(400138)::	9:0.023610	
43161(353230)::	9:0.023570	
43162(413151)::	3:0.015325	
43163(46362)::	3:0.031101	
43164(181402)::	11:0.007039	7:0.004985	
43165(540985)::	11:0.002187	7:0.006429	
43166(93609)::	
43167(44088)::	4:0.003239	
43168(93601)::	9:0.008688	
43169(93604)::	9:0.013319	
43170(189670)::	8:0.030824	
43171(364114)::	8:0.017512	
43172(403121)::	8:0.021182	
43173(374256)::	7:0.004614	
43174(532919)::	7:0.029721	
43175(189679)::	6:0.008053	
43176(189438)::	6:0.016818	
43177(343967)::	4:0.025488	
43178(437967)::	4:0.037365	
43179(537869)::	3:0.026356	
43180(183934)::	6:0.004000	
43181(510833)::	9:0.009209	
43182(48733)::	9:0.004358	
43183(431338)::	8:0.008352	
43184(405829)::	8:0.017124	3:0.005148	
43185(515315)::	6:0.003285	
43186(226316)::	4:0.080385	
43187(23947)::	4:0.014958	
43188(305754)::	4:0.009783	
43189(315958)::	4:0.014973	
43190(15593)::	6:0.008160	
43191(420095)::	4:0.020605	
43192(453600)::	8:0.007979	4:0.009975	
43193(420093)::	6:0.003753	
43194(381079)::	4:0.009447	
43195(329186)::	4:0.009450	3:0.005053	
43196(27252)::	7:0.004935	
43197(442847)::	9:0.009135	
43198(384609)::	9:0.008751	
43199(21202)::	11:0.088531	
43200(21186)::	11:0.078760	
43201(22096)::	6:0.025657	
43202(515296)::	6:0.008031	
43203(75718)::	4:0.010290	6:0.003760	
43204(448429)::	6:0.002674	
43205(193837)::	4:0.009635	
43206(339294)::	8:0.010812	
43207(254745)::	6:0.016786	
43208(377241)::	3:0.026203	
43209(191220)::	3:0.004909	
43210(428770)::	6:0.025919	
43211(367051)::	6:0.012179	
43212(358742)::	6:0.016602	
43213(482740)::	6:0.009032	
43214(4966)::	6:0.008286	
43215(71383)::	6:0.026158	
43216(145501)::	6:0.016068	
43217(33295)::	6:0.003754	
43218(404791)::	6:0.021507	
43219(531074)::	3:0.026360	
43220(482887)::	3:0.004412	
43221(425715)::	3:0.014165	
43222(333042)::	8:0.012129	
43223(165693)::	8:0.007881	
43224(418329)::	8:0.017302	
43225(164521)::	3:0.020780	
43226(333049)::	4:0.026376	
43227(427258)::	4:0.010389	
43228(186945)::	4:0.026496	
43229(460292)::	3:0.020086	
43230(92383)::	3:0.014819	
43231(56602)::	4:0.004932	
43232(312112)::	11:0.029281	
43233(362821)::	7:0.014804	
43234(333512)::	7:0.019052	11:0.007290	
43235(367131)::	7:0.019717	11:0.001553	
43236(536262)::	6:0.021393	
43237(396585)::	6:0.008052	
43238(466939)::	8:0.003368	7:0.007400	
43239(244194)::	6:0.016002	
43240(389042)::	6:0.007501	
43241(218747)::	7:0.015155	9:0.004193	
43242(288067)::	3:0.009799	
43243(384816)::	7:0.036049	
43244(266222)::	11:0.019400	
43245(470137)::	11:0.058570	
43246(368039)::	8:0.008389	
43247(545107)::	8:0.026181	
43248(453399)::	8:0.021899	
43249(363458)::	6:0.007895	
43250(188086)::	6:0.012297	
43251(444145)::	6:0.010723	
43252(315896)::	6:0.003991	
43253(484856)::	6:0.011984	
43254(536251)::	8:0.004058	
43255(391617)::	6:0.017011	
43256(116319)::	6:0.012360	
43257(231964)::	3:0.008313	
43258(235467)::	3:0.003143	
43259(503077)::	9:0.052705	
43260(321527)::	9:0.038303	
43261(497503)::	
43262(541275)::	3:0.010308	
43263(275378)::	3:0.021136	
43264(390900)::	3:0.008315	
43265(240749)::	3:0.015501	
43266(182320)::	9:0.023833	
43267(75424)::	9:0.023820	
43268(336176)::	6:0.025778	
43269(312162)::	6:0.021415	
43270(430126)::	6:0.012846	
43271(336180)::	6:0.012894	
43272(37475)::	9:0.028505	
43273(148676)::	9:0.028502	
43274(418866)::	3:0.007901	6:0.005840	
43275(283538)::	3:0.047504	
43276(418860)::	3:0.036897	
43277(425382)::	3:0.031543	
43278(132498)::	3:0.031571	
43279(135295)::	3:0.031472	
43280(7684)::	3:0.026250	
43281(375011)::	3:0.026245	
43282(453765)::	7:0.009661	
43283(430223)::	7:0.030506	
43284(174780)::	7:0.004832	
43285(70105)::	7:0.020329	
43286(479939)::	7:0.014813	
43287(90992)::	4:0.015832	
43288(372348)::	4:0.010435	
43289(136413)::	4:0.010436	
43290(152772)::	6:0.016603	
43291(144056)::	6:0.008734	
43292(531544)::	6:0.016388	
43293(24645)::	6:0.008640	
43294(191229)::	6:0.013185	
43295(52625)::	6:0.017396	
43296(327170)::	6:0.017128	
43297(209003)::	9:0.004465	
43298(493121)::	9:0.008100	
43299(147752)::	9:0.008100	
43300(477355)::	9:0.008830	
43301(206101)::	9:0.003427	
43302(44066)::	7:0.014185	
43303(222960)::	7:0.009799	
43304(478926)::	8:0.021045	
43305(375777)::	8:0.016181	
