0(228055): 
1(521702): 6(0.152719), 
24597(56680): 
24598(523989): 2(0.033947), 
24599(294556): 1(0.017350), 
24600(6908): 1(0.027847), 
24601(420015): 1(0.030064), 
24602(117939): 1(0.035592), 
24603(39033): 
24604(481868): 
24605(451107): 
24606(445004): 7(0.020024), 
24607(131918): 
24608(209553): 
24609(305451): 
24610(33351): 2(0.050426), 
24611(12596): 2(0.028859), 
24612(420335): 2(0.036279), 
24613(144319): 0(0.020350), 
24614(258860): 0(0.040417), 
24615(343889): 0(0.027220), 
24616(128075): 0(0.027213), 
24617(153037): 0(0.013512), 
24618(173943): 0(0.013512), 
24619(503685): 0(0.026738), 
24620(289165): 
24621(330817): 3(0.018918), 
24622(530990): 
24623(337846): 1(0.017963), 
24624(123894): 1(0.066356), 
24625(25156): 
24626(36561): 1(0.017523), 
24627(61413): 1(0.017519), 
24628(119096): 4(0.028107), 
24629(193047): 
24630(444099): 
24631(12306): 
24632(184152): 7(0.013740), 
24633(148487): 7(0.069349), 
24634(422323): 
24635(387023): 
24636(176361): 6(0.061058), 
24637(48074): 2(0.029478), 
24638(173277): 2(0.029478), 
24639(360244): 3(0.020134), 
24640(282244): 3(0.033228), 
24641(419889): 
24642(175315): 1(0.016936), 
24643(419884): 
24644(519245): 1(0.016880), 
24645(475101): 0(0.026422), 
24646(507776): 0(0.025157), 
24647(292260): 
24648(67435): 
24649(325232): 
24650(390760): 1(0.022086), 
24651(246922): 
24652(107613): 
24653(37210): 
24654(467272): 1(0.015160), 
24655(240056): 1(0.024228), 
24656(109266): 3(0.020372), 
24657(443554): 
24658(240713): 6(0.027541), 
24659(226993): 
24660(30867): 
24661(180944): 7(0.041638), 
24662(72340): 7(0.041635), 
24663(246292): 7(0.041640), 
24664(379145): 7(0.041637), 
24665(344373): 7(0.041646), 
24666(149782): 7(0.041640), 
24667(105434): 3(0.034212), 
24668(249202): 6(0.048026), 
24669(439451): 6(0.018274), 
24670(286541): 6(0.026747), 
24671(403002): 6(0.048405), 
24672(198031): 2(0.021593), 
24673(275608): 
24674(519781): 3(0.026995), 
24675(446823): 3(0.033902), 
24676(491273): 1(0.035863), 
24677(239628): 3(0.020450), 
24678(153884): 3(0.082459), 
24679(177596): 
24680(287430): 
24681(107862): 6(0.019001), 
24682(54052): 
24683(265270): 
24684(145626): 2(0.043632), 
24685(264634): 2(0.036261), 
24686(84730): 2(0.065652), 
24687(460492): 2(0.043632), 
24688(145620): 6(0.013665), 
24689(101614): 7(0.026621), 
24690(6597): 
24691(480930): 1(0.029740), 
24692(201390): 1(0.018001), 
24693(426276): 1(0.018001), 
24694(299367): 7(0.034113), 
24695(8672): 7(0.026974), 
24696(185987): 7(0.027224), 
24697(386437): 7(0.020024), 
24698(417545): 2(0.021413), 3(0.033286), 
24699(409284): 3(0.019361), 6(0.014383), 
24700(42399): 2(0.022680), 3(0.018907), 6(0.019699), 
24701(352803): 6(0.013771), 
24702(363465): 
24703(320091): 
24704(295613): 2(0.034756), 
24705(177045): 
24706(356372): 1(0.034481), 
24707(326730): 3(0.040313), 
24708(274856): 3(0.033914), 
24709(40651): 4(0.013802), 
24710(326735): 4(0.013809), 
24711(31059): 4(0.034983), 
24712(101237): 4(0.092797), 
24713(40537): 7(0.048576), 
24714(539231): 
24715(121364): 2(0.028240), 
24716(446732): 2(0.035548), 
24717(94316): 2(0.028341), 
24718(532735): 2(0.021087), 
24719(402580): 0(0.033599), 
24720(337340): 0(0.033521), 
24721(533542): 0(0.033529), 
24722(485889): 
24723(462639): 
24724(257178): 4(0.020417), 
24725(327062): 7(0.035314), 
24726(250157): 
24727(284286): 6(0.013806), 
24728(176246): 
24729(184802): 1(0.029144), 
24730(417455): 1(0.017473), 
24731(399397): 1(0.029491), 
24732(221013): 
24733(465685): 7(0.042171), 
24734(125288): 2(0.013613), 
24735(405062): 2(0.034756), 
24736(460876): 2(0.028089), 
24737(125282): 
24738(353030): 1(0.017708), 
24739(237279): 0(0.019451), 
24740(70209): 
24741(390356): 
24742(47319): 
24743(122105): 2(0.043053), 
24744(374973): 2(0.023335), 
24745(9988): 2(0.043055), 
24746(318002): 2(0.023261), 
24747(126657): 2(0.042639), 
24748(514574): 2(0.025177), 3(0.050171), 
24749(324600): 
24750(532114): 
24751(243522): 
24752(411090): 1(0.015165), 
24753(24341): 
24754(364937): 7(0.040747), 
24755(113006): 
24756(360903): 2(0.014289), 
24757(454803): 
24758(249928): 4(0.020787), 
24759(82434): 4(0.014251), 
24760(212197): 4(0.092812), 
24761(163487): 4(0.014190), 
24762(138949): 2(0.017378), 4(0.017289), 
24763(398663): 0(0.026481), 
24764(8614): 1(0.016991), 
24765(335284): 
24766(343914): 2(0.057996), 
24767(3992): 
24768(129217): 2(0.057605), 
24769(321457): 6(0.027408), 
24770(313947): 6(0.027402), 
24771(385735): 2(0.050284), 
24772(244850): 2(0.028520), 
24773(272846): 2(0.034990), 
24774(111771): 2(0.028518), 
24775(385738): 1(0.015305), 
24776(401285): 1(0.016210), 
24777(406582): 
24778(298749): 3(0.027166), 
24779(83767): 3(0.033966), 
24780(353236): 3(0.039946), 
24781(281544): 
24782(409478): 1(0.023579), 
24783(22978): 1(0.023684), 
24784(489831): 7(0.018617), 
24785(408672): 
24786(534387): 
24787(217475): 0(0.019662), 
24788(41848): 0(0.026533), 
24789(296205): 
24790(172201): 
24791(48913): 4(0.027622), 
24792(360541): 4(0.034584), 
24793(120078): 4(0.020619), 
24794(299283): 4(0.020629), 
24795(528963): 4(0.034050), 
24796(296202): 6(0.020726), 
24797(174008): 
24798(326234): 4(0.027026), 
24799(43062): 4(0.019799), 
24800(116838): 3(0.026904), 
24801(464638): 3(0.026908), 
24802(121342): 3(0.039675), 
24803(170412): 
24804(123759): 
24805(207917): 4(0.028299), 
24806(112367): 1(0.024236), 
24807(187364): 1(0.017723), 
24808(7560): 0(0.018735), 
24809(86564): 0(0.018720), 
24810(159068): 0(0.025482), 
24811(484544): 0(0.018726), 
24812(476024): 7(0.026357), 
24813(282587): 
24814(318370): 
24815(456616): 
24816(468159): 
24817(420001): 3(0.019708), 
24818(330564): 
24819(353810): 1(0.023289), 
24820(497455): 6(0.019826), 
24821(106322): 6(0.019823), 
24822(228716): 
24823(409984): 4(0.015333), 6(0.018902), 
24824(211778): 6(0.025780), 
24825(376538): 
24826(43001): 1(0.018111), 
24827(192053): 2(0.033813), 
24828(1306): 
24829(29296): 3(0.020130), 
24830(181532): 7(0.020728), 
24831(285756): 7(0.048480), 
24832(84914): 7(0.013833), 
24833(302965): 4(0.019443), 
24834(514074): 
24835(166476): 4(0.020336), 
24836(388099): 
24837(296239): 2(0.024054), 
24838(201280): 6(0.015133), 
24839(294111): 3(0.019295), 
24840(177905): 3(0.018667), 
24841(3253): 
24842(508019): 7(0.027690), 
24843(384204): 6(0.013781), 
24844(285268): 6(0.041417), 
24845(139330): 6(0.041409), 
24846(211237): 6(0.048357), 
24847(540888): 6(0.048359), 
24848(236224): 6(0.048056), 
24849(189244): 6(0.048359), 
24850(3982): 6(0.041418), 
24851(425050): 4(0.028600), 
24852(396959): 
24853(27922): 2(0.014423), 
24854(78736): 3(0.033999), 
24855(249145): 
24856(404600): 0(0.033455), 
24857(215025): 7(0.020105), 
24858(498529): 
24859(64373): 
24860(476059): 
24861(427230): 2(0.014463), 
24862(22110): 2(0.014463), 
24863(270544): 2(0.021757), 
24864(91699): 
24865(177816): 
24866(213839): 2(0.021140), 
24867(387623): 7(0.014008), 
24868(253169): 4(0.013898), 
24869(18010): 1(0.030325), 
24870(488714): 6(0.020629), 
24871(495116): 1(0.017633), 
24872(294691): 
24873(44726): 
24874(53438): 
24875(392494): 
24876(21510): 0(0.019764), 
24877(223905): 4(0.021215), 
24878(324291): 4(0.035601), 
24879(353710): 3(0.027100), 
24880(142631): 
24881(465489): 4(0.042689), 
24882(393581): 4(0.042731), 
24883(230796): 4(0.035451), 
24884(130391): 4(0.035432), 
24885(209193): 4(0.042729), 
24886(169382): 4(0.056731), 
24887(329102): 1(0.028666), 
24888(272720): 2(0.029096), 
24889(163732): 2(0.029105), 
24890(302172): 
24891(166828): 
24892(483210): 
24893(490768): 6(0.013777), 
24894(363959): 6(0.033634), 
24895(340881): 
24896(423970): 
24897(423130): 1(0.028218), 
24898(537475): 6(0.020280), 
24899(428881): 
24900(538850): 0(0.026719), 
24901(447143): 0(0.026194), 
24902(439235): 0(0.026595), 
24903(312185): 
24904(100636): 0(0.053579), 
24905(443683): 
24906(510082): 0(0.026901), 
24907(412357): 0(0.026026), 
24908(445957): 0(0.033570), 
24909(356050): 
24910(369156): 
24911(505874): 
24912(523410): 7(0.020247), 
24913(443211): 
24914(310968): 3(0.017819), 
24915(446458): 
24916(323283): 1(0.023853), 
24917(484033): 2(0.021592), 
24918(427546): 2(0.036043), 
24919(263121): 
24920(398997): 2(0.043402), 
24921(507583): 
24922(424367): 0(0.019133), 
24923(477740): 6(0.027298), 
24924(543947): 
24925(55078): 
24926(23609): 
24927(497865): 0(0.019841), 
24928(518904): 0(0.026853), 
24929(276377): 0(0.020057), 
24930(255962): 0(0.026853), 
24931(431379): 0(0.018233), 
24932(388234): 0(0.040236), 
24933(308370): 
24934(60991): 3(0.032409), 
24935(416113): 3(0.019665), 
24936(344304): 3(0.019665), 
24937(205441): 3(0.026330), 
24938(105477): 
24939(93490): 
24940(122116): 3(0.018232), 
24941(93495): 6(0.027055), 
24942(501758): 4(0.013761), 
24943(125854): 0(0.025595), 
24944(146303): 
24945(420226): 4(0.020163), 
24946(316291): 4(0.034862), 
24947(523483): 4(0.015082), 
24948(387445): 0(0.019823), 
24949(100853): 6(0.013647), 
24950(281831): 
24951(465597): 7(0.013591), 
24952(56527): 1(0.017796), 
24953(147046): 1(0.035373), 
24954(474515): 1(0.071436), 
24955(107809): 
24956(381350): 
24957(240940): 
24958(527522): 
24959(363622): 3(0.027334), 
24960(253088): 4(0.021172), 
24961(39940): 1(0.017285), 
24962(386230): 
24963(328377): 3(0.034228), 
24964(152029): 
24965(227636): 3(0.025639), 
24966(527898): 
24967(37773): 3(0.032941), 
24968(326838): 6(0.027196), 
24969(141652): 
24970(344928): 
24971(317636): 
24972(403247): 2(0.042708), 
24973(512378): 
24974(11505): 
24975(215945): 
24976(37535): 4(0.014272), 
24977(518974): 
24978(48188): 
24979(3310): 
24980(536158): 
24981(491356): 
24982(367875): 
24983(355568): 4(0.035563), 
24984(414172): 4(0.070598), 
24985(325863): 1(0.024102), 
24986(271000): 1(0.029569), 
24987(455248): 2(0.014567), 
24988(317450): 3(0.013444), 
24989(474176): 3(0.054707), 
24990(453808): 
24991(165386): 3(0.017125), 
24992(313522): 
24993(115610): 
24994(440274): 0(0.019170), 
24995(440276): 6(0.027617), 
24996(71502): 0(0.020050), 
24997(396300): 
24998(35726): 
24999(30546): 
25000(30543): 2(0.013832), 
25001(351213): 2(0.020830), 
25002(437102): 3(0.032954), 
25003(121653): 3(0.040881), 
25004(97576): 
25005(113468): 1(0.035278), 
25006(453576): 
25007(225562): 6(0.034496), 
25008(520327): 6(0.047887), 
25009(6884): 3(0.026585), 
25010(274505): 7(0.035010), 
25011(442701): 7(0.013682), 
25012(316323): 
25013(347645): 
25014(517531): 
25015(100006): 
25016(307050): 
25017(137260): 
25018(137596): 1(0.017366), 
25019(275451): 
25020(236291): 6(0.026238), 
25021(221095): 6(0.025970), 
25022(417952): 6(0.019637), 
25023(40694): 0(0.033476), 
25024(286590): 0(0.040297), 
25025(29669): 4(0.021040), 
25026(39068): 6(0.027503), 
25027(223008): 
25028(482187): 0(0.020127), 
25029(77860): 2(0.020976), 
25030(185886): 2(0.013852), 
25031(354636): 
25032(517985): 1(0.016661), 
25033(330051): 1(0.021937), 
25034(446130): 4(0.028291), 
25035(248056): 
25036(40185): 
25037(206053): 
25038(47901): 4(0.014007), 
25039(263105): 
25040(388444): 
25041(293869): 
25042(156298): 
25043(447517): 
25044(238780): 0(0.018980), 
25045(452566): 
25046(226368): 7(0.028003), 
25047(317119): 
25048(508819): 2(0.036138), 
25049(149560): 2(0.029041), 
25050(384736): 
25051(39198): 
25052(358865): 7(0.018308), 
25053(437815): 0(0.019280), 
25054(90414): 0(0.019432), 
25055(342696): 4(0.014293), 
25056(374655): 3(0.019488), 
25057(350611): 3(0.026306), 
25058(350583): 3(0.026307), 
25059(194638): 3(0.026305), 
25060(283588): 7(0.013505), 
25061(505255): 7(0.048240), 
25062(251914): 2(0.021032), 
25063(18954): 2(0.020802), 
25064(229315): 7(0.027627), 
25065(201352): 
25066(4144): 
25067(414982): 
25068(492561): 
25069(434013): 
25070(429620): 
25071(231373): 
25072(249026): 6(0.013734), 7(0.020698), 
25073(411594): 7(0.041891), 
25074(274131): 7(0.041888), 
25075(15294): 7(0.034786), 
25076(55327): 
25077(525592): 0(0.039256), 
25078(361439): 
25079(48685): 7(0.013462), 
25080(329850): 0(0.019489), 
25081(320481): 3(0.013602), 
25082(124180): 7(0.018951), 
25083(390758): 
25084(66236): 
25085(146052): 
25086(319720): 
25087(88329): 
25088(512337): 0(0.019052), 
25089(339429): 3(0.026857), 
25090(82370): 3(0.032801), 
25091(131920): 
25092(256894): 
25093(503033): 3(0.019683), 
25094(456491): 2(0.021025), 
25095(19476): 2(0.013868), 
25096(488589): 3(0.020361), 
25097(325532): 
25098(208191): 
25099(497454): 0(0.026763), 
25100(267009): 
25101(35140): 0(0.033186), 
25102(391028): 7(0.020202), 
25103(537378): 
25104(527776): 0(0.013387), 
25105(135554): 
25106(418248): 0(0.027077), 
25107(326500): 4(0.021378), 
25108(242361): 1(0.017600), 
25109(176932): 1(0.029636), 
25110(157231): 1(0.048071), 
25111(467301): 6(0.020548), 
25112(381134): 6(0.013637), 
25113(349813): 4(0.035714), 
25114(73044): 4(0.021963), 
25115(304828): 4(0.013408), 
25116(324553): 4(0.035465), 
25117(164194): 3(0.027109), 
25118(255171): 
25119(506320): 
25120(489154): 2(0.036106), 
25121(312309): 2(0.021710), 
25122(99935): 
25123(141248): 4(0.020594), 
25124(379990): 4(0.020592), 
25125(125427): 0(0.018292), 
25126(469734): 0(0.026986), 
25127(478170): 
25128(92739): 
25129(219420): 0(0.039717), 
25130(71808): 
25131(377400): 6(0.015232), 
25132(492174): 6(0.020781), 
25133(403292): 0(0.033607), 
25134(2626): 0(0.013927), 
25135(152619): 
25136(16558): 0(0.013388), 
25137(328192): 0(0.038971), 
25138(30804): 0(0.026993), 
25139(371193): 0(0.019676), 
25140(209986): 0(0.020227), 
25141(39371): 
25142(95406): 
25143(179733): 
25144(42529): 2(0.028772), 
25145(314310): 6(0.026017), 
25146(324835): 1(0.017597), 
25147(137197): 
25148(377540): 
25149(353597): 
25150(280269): 
25151(421288): 
25152(444395): 0(0.033184), 
25153(114542): 7(0.019242), 
25154(290151): 
25155(205330): 
25156(169773): 6(0.020604), 
25157(319087): 7(0.035134), 
25158(85047): 
25159(542730): 3(0.033542), 
25160(300779): 2(0.021226), 
25161(311654): 3(0.054658), 
25162(128055): 3(0.033969), 
25163(539136): 
25164(102428): 
25165(239995): 
25166(218611): 
25167(157562): 
25168(148703): 7(0.035039), 
25169(193288): 
25170(82023): 3(0.019334), 
25171(336382): 3(0.019329), 
25172(200317): 7(0.048956), 
25173(395865): 0(0.019536), 
25174(416654): 
25175(50664): 
25176(97257): 3(0.034242), 
25177(16096): 0(0.019755), 
25178(237436): 
25179(65059): 6(0.034740), 
25180(480090): 
25181(96738): 7(0.035042), 
25182(57858): 6(0.034259), 
25183(96673): 2(0.036334), 
25184(100314): 2(0.036160), 
25185(246700): 2(0.028929), 
25186(327897): 4(0.020441), 
25187(260901): 
25188(154568): 
25189(124842): 
25190(305614): 7(0.013991), 
25191(416843): 6(0.026166), 
25192(408322): 
25193(177125): 
25194(81044): 
25195(331278): 4(0.033347), 
25196(208962): 
25197(315179): 
25198(473939): 
25199(190262): 4(0.041689), 
25200(184672): 7(0.020488), 
25201(459400): 
25202(430524): 
25203(388598): 3(0.019547), 
25204(540802): 
25205(94645): 
25206(192816): 6(0.027356), 
25207(162610): 
25208(533800): 
25209(112537): 
25210(178559): 2(0.018133), 
25211(208161): 0(0.015079), 
25212(193870): 
25213(260013): 
25214(199309): 
25215(307438): 1(0.029963), 
25216(50297): 1(0.036167), 
25217(272043): 
25218(142464): 
25219(6341): 0(0.025970), 
25220(522388): 0(0.032874), 
25221(159274): 0(0.017471), 
25222(89473): 
25223(458615): 
25224(514301): 3(0.017261), 7(0.015697), 
25225(67291): 
25226(514727): 3(0.039946), 
25227(236245): 
25228(109352): 
25229(238440): 
25230(263599): 
25231(36045): 
25232(225816): 
25233(91915): 
25234(138749): 
25235(286546): 
25236(180047): 
25237(496654): 
25238(117876): 
25239(448443): 
25240(184345): 6(0.034518), 
25241(429910): 3(0.061666), 
25242(403033): 0(0.026123), 
25243(527315): 1(0.023405), 
25244(423235): 7(0.020598), 
25245(194121): 7(0.027744), 
25246(428499): 7(0.017238), 
25247(497742): 4(0.015564), 6(0.020156), 
25248(226241): 7(0.048165), 
25249(261401): 
25250(194330): 2(0.019139), 
25251(451616): 4(0.036050), 
25252(208804): 4(0.036049), 
25253(244328): 4(0.027499), 
25254(386054): 
25255(125049): 
25256(66855): 6(0.018789), 
25257(528190): 4(0.028149), 
25258(523288): 0(0.020190), 
25259(304186): 7(0.041493), 
25260(276138): 4(0.027332), 
25261(456665): 4(0.043115), 
25262(368274): 4(0.028238), 
25263(60620): 4(0.028500), 
25264(417437): 3(0.015785), 4(0.013957), 
25265(300420): 4(0.035905), 
25266(277976): 4(0.014247), 
25267(486198): 0(0.026534), 
25268(117215): 
25269(165237): 
25270(230812): 1(0.023442), 
25271(474451): 1(0.029147), 
25272(368757): 1(0.029146), 
25273(390061): 1(0.017134), 
25274(140737): 
25275(481581): 
25276(420473): 7(0.034750), 
25277(78860): 7(0.049319), 
25278(272349): 7(0.041038), 
25279(410020): 3(0.013414), 
25280(118221): 3(0.025938), 
25281(361380): 
25282(501363): 3(0.020211), 
25283(144611): 
25284(470564): 3(0.017256), 
25285(298074): 
25286(385321): 0(0.026380), 
25287(514346): 0(0.026625), 
25288(111551): 7(0.013585), 
25289(396173): 
25290(479120): 
25291(226831): 3(0.017062), 
25292(489062): 6(0.020515), 
25293(69495): 6(0.013963), 
25294(30632): 1(0.016590), 
25295(440775): 2(0.013866), 
25296(180869): 
25297(205063): 2(0.028852), 
25298(107498): 2(0.035617), 
25299(156555): 
25300(57898): 
25301(271072): 
25302(285898): 0(0.019840), 
25303(494423): 0(0.019231), 
25304(76313): 0(0.033011), 
25305(285440): 0(0.019392), 
25306(77985): 0(0.019853), 
25307(50835): 0(0.039881), 
25308(108568): 
25309(173677): 7(0.014733), 
25310(42342): 1(0.017650), 
25311(131408): 2(0.050819), 
25312(110965): 2(0.043461), 
25313(135197): 2(0.043025), 
25314(257337): 2(0.050328), 
25315(281656): 2(0.043292), 
25316(398710): 2(0.028422), 
25317(175417): 6(0.020692), 
25318(392090): 6(0.034746), 
25319(229108): 3(0.027315), 
25320(225488): 7(0.028303), 
25321(360086): 6(0.013808), 
25322(23902): 0(0.019658), 
25323(383105): 
25324(479391): 7(0.020198), 
25325(79929): 4(0.027240), 
25326(225738): 0(0.032608), 
25327(3377): 0(0.019336), 
25328(284865): 0(0.026657), 
25329(345392): 0(0.032897), 
25330(394140): 0(0.032606), 
25331(287361): 4(0.042790), 
25332(425924): 
25333(276590): 4(0.014203), 
25334(47159): 
25335(431815): 
25336(175442): 0(0.039891), 
25337(502674): 0(0.026083), 
25338(92754): 0(0.033187), 
25339(148338): 0(0.026568), 
25340(504626): 0(0.026567), 
25341(405998): 0(0.019427), 
25342(396776): 1(0.017511), 
25343(420558): 1(0.017241), 
25344(464670): 1(0.029402), 
25345(393060): 
25346(39258): 4(0.013726), 
25347(394777): 4(0.034994), 
25348(279327): 
25349(178872): 3(0.027031), 
25350(49200): 4(0.013437), 
25351(424852): 7(0.035226), 
25352(319969): 
25353(320729): 
25354(515285): 
25355(189527): 3(0.032706), 
25356(153359): 2(0.058479), 
25357(302263): 2(0.028674), 
25358(311247): 3(0.034382), 
25359(311246): 3(0.013435), 
25360(177751): 
25361(202462): 1(0.016723), 
25362(230494): 0(0.025213), 
25363(513151): 
25364(100630): 4(0.014071), 
25365(49233): 7(0.020773), 
25366(222790): 3(0.025959), 
25367(111363): 3(0.026511), 
25368(105330): 7(0.018534), 
25369(485484): 2(0.013935), 
25370(81202): 
25371(136454): 1(0.023648), 
25372(451123): 
25373(453419): 2(0.021349), 
25374(84100): 2(0.028701), 
25375(139399): 2(0.036207), 
25376(512014): 2(0.028973), 
25377(365857): 2(0.021713), 
25378(103492): 0(0.019583), 
25379(17692): 
25380(24532): 2(0.017952), 
25381(229726): 0(0.026577), 
25382(162453): 
25383(106918): 3(0.026182), 
25384(163): 3(0.019190), 
25385(417740): 
25386(157693): 
25387(370811): 
25388(343960): 2(0.028795), 
25389(226028): 4(0.021210), 
25390(196723): 4(0.019955), 
25391(293119): 4(0.047610), 
25392(267850): 4(0.028182), 
25393(148375): 
25394(187028): 6(0.020656), 
25395(543290): 
25396(543293): 
25397(361722): 0(0.046054), 
25398(445032): 
25399(506610): 
25400(438642): 
25401(23688): 6(0.026102), 
25402(76994): 
25403(101659): 
25404(506794): 2(0.021391), 
25405(169648): 
25406(460228): 
25407(538989): 
25408(235371): 4(0.013475), 
25409(193273): 1(0.015335), 
25410(459643): 6(0.020359), 
25411(165384): 
25412(42139): 2(0.021128), 
25413(531732): 1(0.023945), 
25414(238924): 
25415(249469): 
25416(426521): 
25417(389193): 
25418(365377): 
25419(454024): 
25420(394015): 
25421(243901): 
25422(425349): 
25423(517994): 7(0.020619), 
25424(368538): 
25425(365977): 6(0.034317), 
25426(437277): 
25427(9060): 
25428(6830): 
25429(318761): 
25430(237710): 1(0.030385), 
25431(398576): 
25432(490567): 
25433(195840): 3(0.018950), 
25434(432431): 0(0.032663), 
25435(104969): 1(0.017199), 
25436(22257): 1(0.017199), 
25437(535982): 7(0.020489), 
25438(108191): 7(0.034715), 
25439(83615): 7(0.027885), 
25440(437385): 7(0.020370), 
25441(542500): 
25442(104320): 2(0.013506), 
25443(10452): 4(0.035992), 
25444(206858): 
25445(279294): 2(0.029020), 
25446(525254): 2(0.025668), 
25447(468068): 
25448(499081): 
25449(11324): 
25450(458986): 0(0.033502), 
25451(15715): 0(0.033407), 
25452(340151): 1(0.017428), 
25453(423545): 
25454(82270): 3(0.020088), 
25455(70619): 0(0.026504), 
25456(96732): 0(0.033185), 
25457(440579): 0(0.026498), 
25458(151836): 0(0.039881), 
25459(78072): 
25460(32767): 0(0.033187), 
25461(132716): 
25462(449939): 
25463(436058): 3(0.020058), 
25464(90359): 6(0.027801), 
25465(232338): 6(0.048748), 
25466(472238): 
25467(522644): 
25468(210105): 0(0.019869), 
25469(468326): 1(0.017143), 
25470(306086): 1(0.017142), 
25471(187755): 
25472(81747): 4(0.020828), 
25473(337207): 
25474(34686): 2(0.042959), 
25475(247592): 2(0.027574), 
25476(377003): 4(0.013479), 
25477(232859): 7(0.013667), 
25478(236256): 3(0.026766), 
25479(376617): 
25480(436068): 
25481(346659): 6(0.024847), 
25482(91790): 6(0.018768), 
25483(322508): 6(0.019384), 
25484(42219): 6(0.026396), 
25485(537591): 
25486(308048): 
25487(538494): 1(0.035576), 
25488(241470): 1(0.017645), 
25489(261400): 6(0.027378), 
25490(24056): 1(0.023539), 
25491(471873): 
25492(531507): 6(0.041634), 
25493(294289): 3(0.032633), 
25494(62957): 3(0.019784), 
25495(246338): 3(0.017674), 6(0.015840), 
25496(470694): 2(0.021871), 
25497(349160): 3(0.033867), 
25498(233669): 3(0.020095), 
25499(42851): 3(0.026505), 
25500(79990): 7(0.035327), 
25501(58243): 0(0.026382), 
25502(295482): 
25503(149014): 
25504(183274): 4(0.049778), 
25505(164599): 4(0.020927), 
25506(132708): 4(0.049612), 
25507(147907): 4(0.042108), 
25508(149983): 4(0.028300), 
25509(434335): 
25510(474751): 
25511(511546): 
25512(420888): 
25513(186574): 4(0.020797), 
25514(492439): 
25515(109493): 7(0.013709), 
25516(20453): 6(0.039346), 
25517(275143): 6(0.013481), 
25518(321459): 
25519(26773): 
25520(183062): 
25521(301860): 
25522(29158): 
25523(188089): 
25524(449748): 0(0.019612), 
25525(85561): 0(0.024011), 
25526(117492): 2(0.021991), 
25527(501133): 2(0.021870), 
25528(257488): 2(0.021712), 
25529(452088): 2(0.021998), 
25530(375771): 1(0.017958), 
25531(453309): 1(0.017959), 
25532(317651): 
25533(482279): 0(0.039862), 
25534(25166): 0(0.018540), 
25535(9338): 0(0.019866), 
25536(221771): 0(0.033399), 
25537(6625): 
25538(182650): 4(0.027666), 
25539(540269): 4(0.027666), 
25540(348362): 4(0.020474), 
25541(537070): 4(0.027780), 
25542(92079): 
25543(165645): 1(0.023911), 
25544(423997): 1(0.017683), 
25545(526178): 3(0.027097), 
25546(436360): 0(0.019769), 
25547(508425): 
25548(351443): 
25549(205759): 1(0.029345), 
25550(75157): 1(0.035371), 
25551(57472): 1(0.023233), 
25552(99183): 1(0.029380), 
25553(372314): 6(0.020500), 
25554(309255): 3(0.026217), 
25555(7907): 3(0.026924), 
25556(283086): 0(0.026556), 
25557(478054): 0(0.046035), 
25558(138719): 
25559(259198): 3(0.025322), 
25560(100969): 2(0.027795), 
25561(110956): 2(0.034999), 
25562(430857): 2(0.013914), 
25563(270481): 
25564(524333): 
25565(73148): 7(0.020866), 
25566(140948): 4(0.013890), 
25567(122185): 
25568(479151): 1(0.029338), 
25569(262757): 
25570(298260): 2(0.013454), 
25571(139556): 2(0.013452), 
25572(218356): 
25573(311429): 4(0.027921), 
25574(319471): 4(0.020873), 
25575(122068): 4(0.056367), 
25576(311428): 
25577(100808): 7(0.042360), 
25578(317765): 7(0.034541), 
25579(498906): 7(0.035302), 
25580(269379): 7(0.035370), 
25581(33107): 7(0.042459), 
25582(123129): 7(0.035425), 
25583(352701): 2(0.035865), 
25584(384845): 2(0.028462), 
25585(533415): 2(0.028348), 
25586(275964): 1(0.022730), 
25587(152816): 
25588(177993): 
25589(383168): 2(0.029161), 
25590(37485): 
25591(28533): 
25592(468997): 6(0.020124), 
25593(524801): 
25594(199454): 3(0.060901), 
25595(333824): 1(0.017088), 
25596(406979): 2(0.028514), 
25597(159601): 2(0.013672), 
25598(48377): 
25599(1842): 0(0.033397), 
25600(530592): 
25601(829): 7(0.034417), 
25602(465907): 
25603(319610): 
25604(427250): 7(0.020689), 
25605(437526): 
25606(358628): 
25607(446300): 
25608(418986): 
25609(313186): 
25610(14424): 
25611(394658): 1(0.023802), 
25612(292352): 1(0.023884), 
25613(363722): 
25614(38057): 1(0.030168), 
25615(344086): 1(0.030185), 
25616(301514): 
25617(513804): 
25618(230621): 
25619(88906): 
25620(355198): 0(0.026201), 
25621(180632): 2(0.028984), 
25622(383537): 4(0.013906), 
25623(439008): 1(0.023842), 
25624(260994): 1(0.054160), 
25625(214049): 
25626(304534): 2(0.014863), 
25627(153760): 0(0.017539), 
25628(4910): 
25629(339771): 7(0.015105), 
25630(138513): 
25631(458735): 
25632(152295): 
25633(97161): 
25634(205069): 1(0.060658), 
25635(528577): 1(0.030094), 
25636(52477): 
25637(9261): 6(0.033758), 
25638(324557): 6(0.019818), 
25639(304083): 6(0.019954), 
25640(147859): 6(0.019817), 
25641(201156): 6(0.033763), 
25642(377059): 6(0.055053), 
25643(510595): 
25644(177987): 
25645(49591): 1(0.022176), 
25646(120164): 1(0.016512), 
25647(2484): 
25648(17046): 1(0.016135), 
25649(463010): 
25650(246132): 
25651(65570): 4(0.020631), 
25652(349362): 1(0.023409), 
25653(383094): 1(0.029547), 
